phase,t_s,joint_indices,target_positions,actual_positions
teach,28.420927,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033208 0.090385 -0.026365 1.497501 0.151133 0.073919 0.177666 -0.329818 -0.401100 -0.827762 0.647663 0.263329 -0.137052 0.427585 0.122569 1.005336 1.335409 -1.372920 -1.683846 -0.790021 -1.311875 0.051127 -0.679201 -0.041201 0.527320 0.906315 0.554980 0.822311,0.033208 0.090385 -0.026365 1.497501 0.151133 0.073919 0.177666 -0.329818 -0.401100 -0.827762 0.647663 0.263329 -0.137052 0.427585 0.122569 1.005336 1.335409 -1.372920 -1.683846 -0.790021 -1.311875 0.051127 -0.679201 -0.041201 0.527320 0.906315 0.554980 0.822311
teach,28.430874,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033208 0.090385 -0.026365 1.497501 0.151133 0.073919 0.177666 -0.329818 -0.401100 -0.827762 0.647663 0.263329 -0.137052 0.427585 0.122569 1.005327 1.335406 -1.372918 -1.683849 -0.790024 -1.311875 0.051129 -0.679193 -0.041193 0.527309 0.906301 0.554980 0.822027,0.033244 0.090385 -0.026365 1.497549 0.151109 0.073919 0.177690 -0.329111 -0.401831 -0.828026 0.653140 0.263341 -0.142672 0.424553 0.122569 1.005327 1.335406 -1.372918 -1.683849 -0.790024 -1.311875 0.051129 -0.679193 -0.041193 0.527309 0.906301 0.554980 0.822027
teach,28.444291,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033244 0.090385 -0.026365 1.497549 0.151109 0.073919 0.177690 -0.329111 -0.401831 -0.828026 0.653140 0.263341 -0.142672 0.424553 0.122570 1.005328 1.335398 -1.372921 -1.683850 -0.790027 -1.311871 0.051129 -0.679193 -0.041193 0.527309 0.906301 0.554980 0.822027,0.033244 0.090385 -0.026353 1.497513 0.151109 0.073931 0.177690 -0.328691 -0.401927 -0.828146 0.657586 0.263425 -0.143799 0.425704 0.122570 1.005328 1.335398 -1.372921 -1.683850 -0.790027 -1.311871 0.051129 -0.679193 -0.041193 0.527309 0.906301 0.554980 0.822027
teach,28.461641,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033244 0.090385 -0.026353 1.497513 0.151109 0.073931 0.177690 -0.328691 -0.401927 -0.828146 0.657586 0.263425 -0.143799 0.425704 0.122570 1.005328 1.335398 -1.372921 -1.683850 -0.790027 -1.311871 0.051129 -0.679193 -0.041193 0.527309 0.906301 0.554980 0.822027,0.033244 0.090385 -0.026353 1.497513 0.151109 0.073931 0.177690 -0.328691 -0.401927 -0.828146 0.657586 0.263425 -0.143799 0.425704 0.122570 1.005328 1.335398 -1.372921 -1.683850 -0.790027 -1.311871 0.051129 -0.679193 -0.041193 0.527309 0.906301 0.554980 0.822027
teach,28.462654,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033244 0.090385 -0.026353 1.497513 0.151109 0.073931 0.177690 -0.328691 -0.401927 -0.828146 0.657586 0.263425 -0.143799 0.425704 0.122570 1.005328 1.335398 -1.372921 -1.683850 -0.790027 -1.311871 0.051129 -0.679193 -0.041193 0.527309 0.906301 0.554980 0.822027,0.033244 0.090385 -0.026353 1.497513 0.151109 0.073931 0.177690 -0.328691 -0.401927 -0.828146 0.657586 0.263425 -0.143799 0.425704 0.122570 1.005328 1.335398 -1.372921 -1.683850 -0.790027 -1.311871 0.051129 -0.679193 -0.041193 0.527309 0.906301 0.554980 0.822027
teach,28.471051,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033244 0.090385 -0.026353 1.497513 0.151109 0.073931 0.177690 -0.328691 -0.401927 -0.828146 0.657586 0.263425 -0.143799 0.425704 0.122570 1.005326 1.335405 -1.372921 -1.683849 -0.790025 -1.311871 0.051127 -0.679199 -0.041191 0.527308 0.906301 0.554984 0.821359,0.033316 0.090397 -0.026365 1.497525 0.151157 0.073967 0.177690 -0.328176 -0.401999 -0.828122 0.661517 0.263341 -0.147190 0.425464 0.122570 1.005326 1.335405 -1.372921 -1.683849 -0.790025 -1.311871 0.051127 -0.679199 -0.041191 0.527308 0.906301 0.554984 0.821359
teach,28.480499,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033316 0.090397 -0.026365 1.497525 0.151157 0.073967 0.177690 -0.328176 -0.401999 -0.828122 0.661517 0.263341 -0.147190 0.425464 0.122568 1.005320 1.335404 -1.372928 -1.683848 -0.790018 -1.311875 0.051127 -0.679198 -0.041196 0.527131 0.906268 0.554980 0.821343,0.033304 0.090385 -0.026365 1.497525 0.151133 0.074003 0.177678 -0.327805 -0.402119 -0.827990 0.663003 0.263198 -0.152847 0.425500 0.122568 1.005320 1.335404 -1.372928 -1.683848 -0.790018 -1.311875 0.051127 -0.679198 -0.041196 0.527131 0.906268 0.554980 0.821343
teach,28.496676,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033304 0.090385 -0.026365 1.497525 0.151133 0.074003 0.177678 -0.327805 -0.402119 -0.827990 0.663003 0.263198 -0.152847 0.425500 0.122569 1.005325 1.335398 -1.372926 -1.683851 -0.790024 -1.311870 0.051127 -0.679198 -0.041196 0.527131 0.906268 0.554980 0.821343,0.033292 0.090385 -0.026377 1.497525 0.151157 0.074003 0.177690 -0.327697 -0.402119 -0.828002 0.663507 0.263210 -0.153662 0.425476 0.122569 1.005325 1.335398 -1.372926 -1.683851 -0.790024 -1.311870 0.051127 -0.679198 -0.041196 0.527131 0.906268 0.554980 0.821343
teach,28.504941,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033292 0.090385 -0.026377 1.497525 0.151157 0.074003 0.177690 -0.327697 -0.402119 -0.828002 0.663507 0.263210 -0.153662 0.425476 0.122569 1.005325 1.335398 -1.372926 -1.683851 -0.790024 -1.311870 0.051127 -0.679198 -0.041196 0.527131 0.906268 0.554980 0.821343,0.033292 0.090385 -0.026377 1.497525 0.151157 0.074003 0.177690 -0.327697 -0.402119 -0.828002 0.663507 0.263210 -0.153662 0.425476 0.122569 1.005325 1.335398 -1.372926 -1.683851 -0.790024 -1.311870 0.051127 -0.679198 -0.041196 0.527131 0.906268 0.554980 0.821343
teach,28.510459,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033292 0.090385 -0.026377 1.497525 0.151157 0.074003 0.177690 -0.327697 -0.402119 -0.828002 0.663507 0.263210 -0.153662 0.425476 0.122569 1.005325 1.335398 -1.372926 -1.683851 -0.790024 -1.311870 0.051126 -0.679197 -0.041203 0.526973 0.906224 0.554982 0.821352,0.033196 0.090373 -0.026377 1.497537 0.151145 0.074003 0.177666 -0.323670 -0.402095 -0.827942 0.665796 0.263365 -0.157856 0.425536 0.122569 1.005325 1.335398 -1.372926 -1.683851 -0.790024 -1.311870 0.051126 -0.679197 -0.041203 0.526973 0.906224 0.554982 0.821352
teach,28.529237,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033196 0.090373 -0.026377 1.497537 0.151145 0.074003 0.177666 -0.323670 -0.402095 -0.827942 0.665796 0.263365 -0.157856 0.425536 0.122569 1.005325 1.335398 -1.372926 -1.683851 -0.790024 -1.311870 0.051126 -0.679197 -0.041203 0.526973 0.906224 0.554982 0.821352,0.033160 0.090337 -0.026389 1.497501 0.151073 0.073967 0.177690 -0.317414 -0.402095 -0.827966 0.665772 0.263389 -0.158887 0.425524 0.122569 1.005325 1.335398 -1.372926 -1.683851 -0.790024 -1.311870 0.051126 -0.679197 -0.041203 0.526973 0.906224 0.554982 0.821352
teach,28.531677,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033160 0.090337 -0.026389 1.497501 0.151073 0.073967 0.177690 -0.317414 -0.402095 -0.827966 0.665772 0.263389 -0.158887 0.425524 0.122569 1.005325 1.335398 -1.372926 -1.683851 -0.790024 -1.311870 0.051126 -0.679197 -0.041203 0.526973 0.906224 0.554982 0.821352,0.033184 0.090313 -0.026341 1.497501 0.151085 0.073895 0.177666 -0.320410 -0.402095 -0.828002 0.665652 0.263425 -0.159091 0.425512 0.122569 1.005325 1.335398 -1.372926 -1.683851 -0.790024 -1.311870 0.051126 -0.679197 -0.041203 0.526973 0.906224 0.554982 0.821352
teach,28.557706,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033184 0.090313 -0.026341 1.497501 0.151085 0.073895 0.177666 -0.320410 -0.402095 -0.828002 0.665652 0.263425 -0.159091 0.425512 0.122570 1.005326 1.335402 -1.372920 -1.683849 -0.790021 -1.311875 0.051126 -0.679197 -0.041203 0.526973 0.906224 0.554982 0.821352,0.033184 0.090313 -0.026341 1.497501 0.151085 0.073895 0.177666 -0.320410 -0.402095 -0.828002 0.665652 0.263425 -0.159091 0.425512 0.122570 1.005326 1.335402 -1.372920 -1.683849 -0.790021 -1.311875 0.051126 -0.679197 -0.041203 0.526973 0.906224 0.554982 0.821352
teach,28.559861,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033184 0.090313 -0.026341 1.497501 0.151085 0.073895 0.177666 -0.320410 -0.402095 -0.828002 0.665652 0.263425 -0.159091 0.425512 0.122570 1.005326 1.335402 -1.372920 -1.683849 -0.790021 -1.311875 0.051127 -0.679202 -0.041198 0.526932 0.906222 0.554986 0.821343,0.033184 0.090277 -0.026341 1.497489 0.151097 0.073895 0.177666 -0.319619 -0.402083 -0.827978 0.665664 0.263425 -0.159091 0.425524 0.122570 1.005326 1.335402 -1.372920 -1.683849 -0.790021 -1.311875 0.051127 -0.679202 -0.041198 0.526932 0.906222 0.554986 0.821343
teach,28.562321,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033184 0.090277 -0.026341 1.497489 0.151097 0.073895 0.177666 -0.319619 -0.402083 -0.827978 0.665664 0.263425 -0.159091 0.425524 0.122570 1.005326 1.335402 -1.372920 -1.683849 -0.790021 -1.311875 0.051127 -0.679202 -0.041198 0.526932 0.906222 0.554986 0.821343,0.033172 0.090289 -0.026341 1.497489 0.151085 0.073907 0.177666 -0.319523 -0.402095 -0.828002 0.665652 0.263413 -0.159103 0.425524 0.122570 1.005326 1.335402 -1.372920 -1.683849 -0.790021 -1.311875 0.051127 -0.679202 -0.041198 0.526932 0.906222 0.554986 0.821343
teach,28.571321,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033172 0.090289 -0.026341 1.497489 0.151085 0.073907 0.177666 -0.319523 -0.402095 -0.828002 0.665652 0.263413 -0.159103 0.425524 0.122570 1.005327 1.335398 -1.372921 -1.683847 -0.790015 -1.311871 0.051127 -0.679202 -0.041198 0.526932 0.906222 0.554986 0.821343,0.033172 0.090301 -0.026341 1.497489 0.151097 0.073895 0.177690 -0.319428 -0.402083 -0.827990 0.665700 0.263413 -0.159091 0.425512 0.122570 1.005327 1.335398 -1.372921 -1.683847 -0.790015 -1.311871 0.051127 -0.679202 -0.041198 0.526932 0.906222 0.554986 0.821343
teach,28.611184,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033172 0.090301 -0.026341 1.497489 0.151097 0.073895 0.177690 -0.319428 -0.402083 -0.827990 0.665700 0.263413 -0.159091 0.425512 0.122567 1.005325 1.335401 -1.372917 -1.683846 -0.790024 -1.311866 0.051126 -0.679190 -0.041197 0.525918 0.906092 0.554982 0.821342,0.033172 0.090301 -0.026341 1.497489 0.151097 0.073895 0.177690 -0.319428 -0.402083 -0.827990 0.665700 0.263413 -0.159091 0.425512 0.122567 1.005325 1.335401 -1.372917 -1.683846 -0.790024 -1.311866 0.051126 -0.679190 -0.041197 0.525918 0.906092 0.554982 0.821342
teach,28.616246,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033172 0.090301 -0.026341 1.497489 0.151097 0.073895 0.177690 -0.319428 -0.402083 -0.827990 0.665700 0.263413 -0.159091 0.425512 0.122567 1.005329 1.335402 -1.372918 -1.683845 -0.790017 -1.311871 0.051126 -0.679204 -0.041198 0.525652 0.906097 0.554984 0.821339,0.033208 0.090289 -0.026353 1.497477 0.151109 0.073895 0.177666 -0.319224 -0.402035 -0.827978 0.665796 0.263317 -0.159091 0.425524 0.122567 1.005329 1.335402 -1.372918 -1.683845 -0.790017 -1.311871 0.051126 -0.679204 -0.041198 0.525652 0.906097 0.554984 0.821339
teach,28.632567,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033208 0.090289 -0.026353 1.497477 0.151109 0.073895 0.177666 -0.319224 -0.402035 -0.827978 0.665796 0.263317 -0.159091 0.425524 0.122570 1.005331 1.335405 -1.372921 -1.683848 -0.790015 -1.311871 0.051126 -0.679198 -0.041196 0.524109 0.905848 0.550047 0.821197,0.033220 0.090289 -0.026353 1.497489 0.151109 0.073907 0.177690 -0.318685 -0.402059 -0.828002 0.665951 0.263305 -0.159091 0.425524 0.122570 1.005331 1.335405 -1.372921 -1.683848 -0.790015 -1.311871 0.051126 -0.679198 -0.041196 0.524109 0.905848 0.550047 0.821197
teach,28.658258,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033220 0.090289 -0.026353 1.497489 0.151109 0.073907 0.177690 -0.318685 -0.402059 -0.828002 0.665951 0.263305 -0.159091 0.425524 0.122568 1.005323 1.335409 -1.372921 -1.683847 -0.790021 -1.311875 0.051127 -0.679202 -0.041196 0.522098 0.905847 0.549189 0.821196,0.033220 0.090289 -0.026353 1.497489 0.151109 0.073907 0.177690 -0.318685 -0.402059 -0.828002 0.665951 0.263305 -0.159091 0.425524 0.122568 1.005323 1.335409 -1.372921 -1.683847 -0.790021 -1.311875 0.051127 -0.679202 -0.041196 0.522098 0.905847 0.549189 0.821196
teach,28.666063,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033220 0.090289 -0.026353 1.497489 0.151109 0.073907 0.177690 -0.318685 -0.402059 -0.828002 0.665951 0.263305 -0.159091 0.425524 0.122571 1.005329 1.335403 -1.372921 -1.683849 -0.790012 -1.311875 0.051127 -0.679202 -0.041196 0.522098 0.905847 0.549189 0.821196,0.033232 0.090289 -0.026353 1.497489 0.151109 0.073907 0.177690 -0.318385 -0.402059 -0.827990 0.666119 0.263293 -0.159091 0.425512 0.122571 1.005329 1.335403 -1.372921 -1.683849 -0.790012 -1.311875 0.051127 -0.679202 -0.041196 0.522098 0.905847 0.549189 0.821196
teach,28.667192,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033232 0.090289 -0.026353 1.497489 0.151109 0.073907 0.177690 -0.318385 -0.402059 -0.827990 0.666119 0.263293 -0.159091 0.425512 0.122571 1.005329 1.335403 -1.372921 -1.683849 -0.790012 -1.311875 0.051127 -0.679196 -0.041200 0.521828 0.905842 0.549119 0.821199,0.033292 0.090289 -0.026365 1.497489 0.151121 0.073955 0.177714 -0.317965 -0.402059 -0.828290 0.666838 0.263353 -0.159103 0.425236 0.122571 1.005329 1.335403 -1.372921 -1.683849 -0.790012 -1.311875 0.051127 -0.679196 -0.041200 0.521828 0.905842 0.549119 0.821199
teach,28.685571,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033292 0.090289 -0.026365 1.497489 0.151121 0.073955 0.177714 -0.317965 -0.402059 -0.828290 0.666838 0.263353 -0.159103 0.425236 0.122569 1.005333 1.335400 -1.372921 -1.683846 -0.790025 -1.311875 0.051125 -0.680741 -0.041193 0.503316 0.905847 0.536380 0.821192,0.033280 0.090301 -0.026365 1.497501 0.151121 0.073943 0.177690 -0.317882 -0.402095 -0.828362 0.667042 0.263365 -0.159091 0.425224 0.122569 1.005333 1.335400 -1.372921 -1.683846 -0.790025 -1.311875 0.051125 -0.680741 -0.041193 0.503316 0.905847 0.536380 0.821192
teach,28.690416,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033280 0.090301 -0.026365 1.497501 0.151121 0.073943 0.177690 -0.317882 -0.402095 -0.828362 0.667042 0.263365 -0.159091 0.425224 0.122569 1.005333 1.335400 -1.372921 -1.683846 -0.790025 -1.311875 0.051125 -0.680741 -0.041193 0.503316 0.905847 0.536380 0.821192,0.033304 0.090289 -0.026365 1.497501 0.151145 0.073979 0.177690 -0.317702 -0.402071 -0.828589 0.667665 0.263341 -0.159091 0.425212 0.122569 1.005333 1.335400 -1.372921 -1.683846 -0.790025 -1.311875 0.051125 -0.680741 -0.041193 0.503316 0.905847 0.536380 0.821192
teach,28.691396,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033304 0.090289 -0.026365 1.497501 0.151145 0.073979 0.177690 -0.317702 -0.402071 -0.828589 0.667665 0.263341 -0.159091 0.425212 0.122569 1.005331 1.335402 -1.372920 -1.683850 -0.790025 -1.311869 0.051125 -0.680741 -0.041193 0.503316 0.905847 0.536380 0.821192,0.033304 0.090289 -0.026353 1.497513 0.151145 0.073979 0.177690 -0.317678 -0.402095 -0.828625 0.667689 0.263341 -0.159103 0.425200 0.122569 1.005331 1.335402 -1.372920 -1.683850 -0.790025 -1.311869 0.051125 -0.680741 -0.041193 0.503316 0.905847 0.536380 0.821192
teach,28.704571,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033304 0.090289 -0.026353 1.497513 0.151145 0.073979 0.177690 -0.317678 -0.402095 -0.828625 0.667689 0.263341 -0.159103 0.425200 0.122569 1.005331 1.335402 -1.372920 -1.683850 -0.790025 -1.311869 0.051127 -0.681679 -0.041198 0.498682 0.905832 0.535032 0.821162,0.033316 0.090277 -0.026365 1.497513 0.151145 0.073979 0.177666 -0.317618 -0.402071 -0.828649 0.667761 0.263341 -0.159091 0.425200 0.122569 1.005331 1.335402 -1.372920 -1.683850 -0.790025 -1.311869 0.051127 -0.681679 -0.041198 0.498682 0.905832 0.535032 0.821162
teach,28.707350,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033316 0.090277 -0.026365 1.497513 0.151145 0.073979 0.177666 -0.317618 -0.402071 -0.828649 0.667761 0.263341 -0.159091 0.425200 0.122568 1.005325 1.335400 -1.372918 -1.683848 -0.790015 -1.311871 0.051126 -0.681684 -0.041203 0.498688 0.905827 0.535021 0.821170,0.033316 0.090277 -0.026365 1.497501 0.151121 0.073955 0.177678 -0.317606 -0.402071 -0.828685 0.667857 0.263341 -0.159091 0.425236 0.122568 1.005325 1.335400 -1.372918 -1.683848 -0.790015 -1.311871 0.051126 -0.681684 -0.041203 0.498688 0.905827 0.535021 0.821170
teach,28.712598,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033316 0.090277 -0.026365 1.497501 0.151121 0.073955 0.177678 -0.317606 -0.402071 -0.828685 0.667857 0.263341 -0.159091 0.425236 0.122570 1.005324 1.335398 -1.372920 -1.683849 -0.790019 -1.311871 0.051127 -0.681679 -0.041205 0.498675 0.905839 0.535025 0.821170,0.033328 0.090277 -0.026353 1.497501 0.151109 0.073979 0.177678 -0.317570 -0.402095 -0.828697 0.668001 0.263341 -0.159091 0.425200 0.122570 1.005324 1.335398 -1.372920 -1.683849 -0.790019 -1.311871 0.051127 -0.681679 -0.041205 0.498675 0.905839 0.535025 0.821170
teach,28.720816,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.090277 -0.026353 1.497501 0.151109 0.073979 0.177678 -0.317570 -0.402095 -0.828697 0.668001 0.263341 -0.159091 0.425200 0.122569 1.005332 1.335400 -1.372921 -1.683845 -0.790019 -1.311879 0.051127 -0.681683 -0.041198 0.498666 0.905839 0.535021 0.821162,0.033328 0.090277 -0.026365 1.497513 0.151133 0.073991 0.177702 -0.317498 -0.402119 -0.828697 0.668085 0.263341 -0.159091 0.425224 0.122569 1.005332 1.335400 -1.372921 -1.683845 -0.790019 -1.311879 0.051127 -0.681683 -0.041198 0.498666 0.905839 0.535021 0.821162
