phase,t_s,joint_indices,target_positions,actual_positions
teach,9.600863,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026341 1.497681 0.151073 0.074003 0.176971 -0.485505 -0.480627 -0.187781 0.105917 0.307264 0.260849 -0.261700 0.122570 1.005325 1.335414 -1.372921 -1.683834 -0.790021 -1.311871 0.052229 -1.029294 -1.108914 0.001721 0.378115 0.116836 0.086555,0.034383 0.089091 -0.026329 1.497681 0.151085 0.074027 0.176971 -0.485505 -0.480531 -0.187625 0.105833 0.307216 0.260693 -0.261664 0.122570 1.005325 1.335414 -1.372921 -1.683834 -0.790021 -1.311871 0.052229 -1.029294 -1.108914 0.001721 0.378115 0.116836 0.086555
teach,9.611628,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.089091 -0.026329 1.497681 0.151085 0.074027 0.176971 -0.485505 -0.480531 -0.187625 0.105833 0.307216 0.260693 -0.261664 0.122569 1.005333 1.335405 -1.372920 -1.683850 -0.790008 -1.311875 0.052213 -1.029285 -1.108854 0.001718 0.378117 0.116843 0.086558,0.034395 0.089079 -0.026341 1.497681 0.151085 0.073967 0.176971 -0.485553 -0.480460 -0.187637 0.105941 0.307144 0.260693 -0.261735 0.122569 1.005333 1.335405 -1.372920 -1.683850 -0.790008 -1.311875 0.052213 -1.029285 -1.108854 0.001718 0.378117 0.116843 0.086558
teach,9.620279,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026341 1.497681 0.151085 0.073967 0.176971 -0.485553 -0.480460 -0.187637 0.105941 0.307144 0.260693 -0.261735 0.122570 1.005327 1.335398 -1.372926 -1.683851 -0.790025 -1.311875 0.052202 -1.029291 -1.108827 0.001722 0.378105 0.116828 0.086551,0.034395 0.089079 -0.026341 1.497681 0.151073 0.073991 0.176959 -0.485793 -0.480448 -0.187649 0.106132 0.307180 0.260693 -0.261771 0.122570 1.005327 1.335398 -1.372926 -1.683851 -0.790025 -1.311875 0.052202 -1.029291 -1.108827 0.001722 0.378105 0.116828 0.086551
teach,9.632138,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026341 1.497681 0.151073 0.073991 0.176959 -0.485793 -0.480448 -0.187649 0.106132 0.307180 0.260693 -0.261771 0.122570 1.005327 1.335398 -1.372926 -1.683851 -0.790025 -1.311875 0.052202 -1.029291 -1.108827 0.001722 0.378105 0.116828 0.086551,0.034395 0.089079 -0.026341 1.497669 0.151085 0.074003 0.176971 -0.485840 -0.480448 -0.187673 0.106192 0.307168 0.260705 -0.261771 0.122570 1.005327 1.335398 -1.372926 -1.683851 -0.790025 -1.311875 0.052202 -1.029291 -1.108827 0.001722 0.378105 0.116828 0.086551
teach,9.641324,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026341 1.497669 0.151085 0.074003 0.176971 -0.485840 -0.480448 -0.187673 0.106192 0.307168 0.260705 -0.261771 0.122568 1.005327 1.335403 -1.372919 -1.683845 -0.790019 -1.311872 0.051808 -1.028636 -1.108299 0.001721 0.378123 0.116832 0.086557,0.034395 0.089091 -0.026341 1.497681 0.151073 0.073967 0.176983 -0.485781 -0.480448 -0.187649 0.106240 0.307204 0.260729 -0.261783 0.122568 1.005327 1.335403 -1.372919 -1.683845 -0.790019 -1.311872 0.051808 -1.028636 -1.108299 0.001721 0.378123 0.116832 0.086557
teach,9.651713,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089091 -0.026341 1.497681 0.151073 0.073967 0.176983 -0.485781 -0.480448 -0.187649 0.106240 0.307204 0.260729 -0.261783 0.122570 1.005327 1.335410 -1.372922 -1.683850 -0.790024 -1.311875 0.051791 -1.028522 -1.108296 0.001720 0.378106 0.116836 0.086553,0.034395 0.089079 -0.026341 1.497681 0.151073 0.073907 0.176983 -0.485721 -0.480436 -0.187673 0.106264 0.307228 0.260753 -0.261783 0.122570 1.005327 1.335410 -1.372922 -1.683850 -0.790024 -1.311875 0.051791 -1.028522 -1.108296 0.001720 0.378106 0.116836 0.086553
teach,9.660722,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026341 1.497681 0.151073 0.073907 0.176983 -0.485721 -0.480436 -0.187673 0.106264 0.307228 0.260753 -0.261783 0.122569 1.005327 1.335406 -1.372921 -1.683849 -0.790025 -1.311875 0.051775 -1.028396 -1.108309 0.001719 0.378115 0.116832 0.086555,0.034383 0.089091 -0.026341 1.497681 0.151061 0.073919 0.176983 -0.485697 -0.480448 -0.187673 0.106264 0.307240 0.260765 -0.261819 0.122569 1.005327 1.335406 -1.372921 -1.683849 -0.790025 -1.311875 0.051775 -1.028396 -1.108309 0.001719 0.378115 0.116832 0.086555
teach,9.671543,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.089091 -0.026341 1.497681 0.151061 0.073919 0.176983 -0.485697 -0.480448 -0.187673 0.106264 0.307240 0.260765 -0.261819 0.122570 1.005328 1.335411 -1.372921 -1.683846 -0.790021 -1.311866 0.051775 -1.028396 -1.108309 0.001719 0.378115 0.116832 0.086555,0.034395 0.089091 -0.026341 1.497681 0.151073 0.073919 0.176971 -0.485757 -0.480436 -0.187733 0.106300 0.307240 0.260789 -0.261903 0.122570 1.005328 1.335411 -1.372921 -1.683846 -0.790021 -1.311866 0.051775 -1.028396 -1.108309 0.001719 0.378115 0.116832 0.086555
teach,9.682192,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089091 -0.026341 1.497681 0.151073 0.073919 0.176971 -0.485757 -0.480436 -0.187733 0.106300 0.307240 0.260789 -0.261903 0.122570 1.005328 1.335411 -1.372921 -1.683846 -0.790021 -1.311866 0.051775 -1.028396 -1.108309 0.001719 0.378115 0.116832 0.086555,0.034395 0.089091 -0.026341 1.497681 0.151073 0.073919 0.176971 -0.485757 -0.480436 -0.187733 0.106300 0.307240 0.260789 -0.261903 0.122570 1.005328 1.335411 -1.372921 -1.683846 -0.790021 -1.311866 0.051775 -1.028396 -1.108309 0.001719 0.378115 0.116832 0.086555
teach,9.691677,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089091 -0.026341 1.497681 0.151073 0.073919 0.176971 -0.485757 -0.480436 -0.187733 0.106300 0.307240 0.260789 -0.261903 0.122570 1.005328 1.335411 -1.372921 -1.683846 -0.790021 -1.311866 0.051757 -1.028212 -1.108299 0.001721 0.378123 0.116839 0.086549,0.034383 0.089079 -0.026341 1.497681 0.151073 0.073931 0.176971 -0.485721 -0.480448 -0.187841 0.106624 0.307240 0.260837 -0.262383 0.122570 1.005328 1.335411 -1.372921 -1.683846 -0.790021 -1.311866 0.051757 -1.028212 -1.108299 0.001721 0.378123 0.116839 0.086549
teach,9.701728,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.089079 -0.026341 1.497681 0.151073 0.073931 0.176971 -0.485721 -0.480448 -0.187841 0.106624 0.307240 0.260837 -0.262383 0.122569 1.005329 1.335406 -1.372928 -1.683847 -0.790021 -1.311871 0.051731 -1.027899 -1.108291 0.001718 0.378113 0.116839 0.086549,0.034395 0.089091 -0.026353 1.497681 0.151097 0.073967 0.176983 -0.485745 -0.480436 -0.188104 0.107343 0.307276 0.260849 -0.263293 0.122569 1.005329 1.335406 -1.372928 -1.683847 -0.790021 -1.311871 0.051731 -1.027899 -1.108291 0.001718 0.378113 0.116839 0.086549
teach,9.710854,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089091 -0.026353 1.497681 0.151097 0.073967 0.176983 -0.485745 -0.480436 -0.188104 0.107343 0.307276 0.260849 -0.263293 0.122568 1.005334 1.335402 -1.372917 -1.683847 -0.790024 -1.311871 0.051695 -1.027328 -1.108289 0.001724 0.378110 0.116836 0.086549,0.034383 0.089091 -0.026341 1.497681 0.151121 0.073967 0.176971 -0.485733 -0.480448 -0.188080 0.107307 0.307299 0.260849 -0.263198 0.122568 1.005334 1.335402 -1.372917 -1.683847 -0.790024 -1.311871 0.051695 -1.027328 -1.108289 0.001724 0.378110 0.116836 0.086549
teach,9.733644,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.089091 -0.026341 1.497681 0.151121 0.073967 0.176971 -0.485733 -0.480448 -0.188080 0.107307 0.307299 0.260849 -0.263198 0.122568 1.005328 1.335411 -1.372929 -1.683846 -0.790025 -1.311879 0.051682 -1.027105 -1.108291 0.001718 0.378112 0.116832 0.086557,0.034395 0.089079 -0.026341 1.497669 0.151109 0.073979 0.176995 -0.485733 -0.480448 -0.188080 0.107283 0.307288 0.260861 -0.263150 0.122568 1.005328 1.335411 -1.372929 -1.683846 -0.790025 -1.311879 0.051682 -1.027105 -1.108291 0.001718 0.378112 0.116832 0.086557
teach,9.735632,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026341 1.497669 0.151109 0.073979 0.176995 -0.485733 -0.480448 -0.188080 0.107283 0.307288 0.260861 -0.263150 0.122568 1.005328 1.335411 -1.372929 -1.683846 -0.790025 -1.311879 0.051682 -1.027105 -1.108291 0.001718 0.378112 0.116832 0.086557,0.034395 0.089091 -0.026341 1.497681 0.151097 0.073979 0.176983 -0.485733 -0.480448 -0.188080 0.107283 0.307276 0.260849 -0.263126 0.122568 1.005328 1.335411 -1.372929 -1.683846 -0.790025 -1.311879 0.051682 -1.027105 -1.108291 0.001718 0.378112 0.116832 0.086557
teach,9.746173,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089091 -0.026341 1.497681 0.151097 0.073979 0.176983 -0.485733 -0.480448 -0.188080 0.107283 0.307276 0.260849 -0.263126 0.122569 1.005327 1.335406 -1.372921 -1.683846 -0.790021 -1.311875 0.051577 -1.025484 -1.108247 0.001718 0.378106 0.116832 0.086553,0.034395 0.089079 -0.026329 1.497681 0.151097 0.073979 0.176971 -0.485745 -0.480448 -0.188068 0.107259 0.307299 0.260861 -0.263102 0.122569 1.005327 1.335406 -1.372921 -1.683846 -0.790021 -1.311875 0.051577 -1.025484 -1.108247 0.001718 0.378106 0.116832 0.086553
teach,9.750710,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026329 1.497681 0.151097 0.073979 0.176971 -0.485745 -0.480448 -0.188068 0.107259 0.307299 0.260861 -0.263102 0.122569 1.005327 1.335418 -1.372929 -1.683845 -0.790027 -1.311875 0.051577 -1.025484 -1.108247 0.001718 0.378106 0.116832 0.086553,0.034395 0.089091 -0.026341 1.497681 0.151109 0.073991 0.176995 -0.485721 -0.480424 -0.188068 0.107235 0.307299 0.260861 -0.263066 0.122569 1.005327 1.335418 -1.372929 -1.683845 -0.790027 -1.311875 0.051577 -1.025484 -1.108247 0.001718 0.378106 0.116832 0.086553
teach,9.761890,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089091 -0.026341 1.497681 0.151109 0.073991 0.176995 -0.485721 -0.480424 -0.188068 0.107235 0.307299 0.260861 -0.263066 0.122569 1.005327 1.335418 -1.372929 -1.683845 -0.790027 -1.311875 0.051577 -1.025484 -1.108247 0.001718 0.378106 0.116832 0.086553,0.034395 0.089091 -0.026341 1.497681 0.151109 0.073991 0.176995 -0.485721 -0.480424 -0.188068 0.107235 0.307299 0.260861 -0.263066 0.122569 1.005327 1.335418 -1.372929 -1.683845 -0.790027 -1.311875 0.051577 -1.025484 -1.108247 0.001718 0.378106 0.116832 0.086553
teach,9.770546,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089091 -0.026341 1.497681 0.151109 0.073991 0.176995 -0.485721 -0.480424 -0.188068 0.107235 0.307299 0.260861 -0.263066 0.122569 1.005327 1.335418 -1.372929 -1.683845 -0.790027 -1.311875 0.051577 -1.025484 -1.108247 0.001718 0.378106 0.116832 0.086553,0.034395 0.089079 -0.026341 1.497693 0.151085 0.073991 0.176971 -0.485241 -0.480436 -0.188068 0.107271 0.307419 0.260921 -0.263269 0.122569 1.005327 1.335418 -1.372929 -1.683845 -0.790027 -1.311875 0.051577 -1.025484 -1.108247 0.001718 0.378106 0.116832 0.086553
teach,9.780932,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026341 1.497693 0.151085 0.073991 0.176971 -0.485241 -0.480436 -0.188068 0.107271 0.307419 0.260921 -0.263269 0.122569 1.005328 1.335406 -1.372924 -1.683848 -0.790015 -1.311871 0.051141 -0.994500 -1.107905 0.001720 0.378132 0.117110 0.086557,0.034395 0.089079 -0.026341 1.497693 0.151085 0.073991 0.176971 -0.485241 -0.480436 -0.188068 0.107271 0.307419 0.260921 -0.263269 0.122569 1.005328 1.335406 -1.372924 -1.683848 -0.790015 -1.311871 0.051141 -0.994500 -1.107905 0.001720 0.378132 0.117110 0.086557
teach,9.790612,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026341 1.497693 0.151085 0.073991 0.176971 -0.485241 -0.480436 -0.188068 0.107271 0.307419 0.260921 -0.263269 0.122570 1.005320 1.335405 -1.372926 -1.683847 -0.790021 -1.311872 0.051141 -0.993711 -1.107899 0.001723 0.378113 0.117114 0.086557,0.034395 0.089079 -0.026341 1.497681 0.151085 0.074027 0.176983 -0.484570 -0.480448 -0.188104 0.107259 0.307419 0.261016 -0.263425 0.122570 1.005320 1.335405 -1.372926 -1.683847 -0.790021 -1.311872 0.051141 -0.993711 -1.107899 0.001723 0.378113 0.117114 0.086557
teach,9.802107,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026341 1.497681 0.151085 0.074027 0.176983 -0.484570 -0.480448 -0.188104 0.107259 0.307419 0.261016 -0.263425 0.122571 1.005331 1.335414 -1.372929 -1.683849 -0.790024 -1.311871 0.051141 -0.992914 -1.107892 0.001724 0.378125 0.117116 0.086569,0.034407 0.089067 -0.026341 1.497681 0.151109 0.074039 0.176995 -0.483899 -0.480436 -0.188104 0.107247 0.307455 0.261040 -0.263425 0.122571 1.005331 1.335414 -1.372929 -1.683849 -0.790024 -1.311871 0.051141 -0.992914 -1.107892 0.001724 0.378125 0.117116 0.086569
teach,9.810062,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034407 0.089067 -0.026341 1.497681 0.151109 0.074039 0.176995 -0.483899 -0.480436 -0.188104 0.107247 0.307455 0.261040 -0.263425 0.122569 1.005339 1.335409 -1.372921 -1.683849 -0.790025 -1.311872 0.051139 -0.992066 -1.107889 0.001720 0.378105 0.117113 0.086552,0.034395 0.089079 -0.026329 1.497681 0.151109 0.074039 0.176971 -0.483300 -0.480436 -0.188080 0.107247 0.307527 0.261052 -0.263401 0.122569 1.005339 1.335409 -1.372921 -1.683849 -0.790025 -1.311872 0.051139 -0.992066 -1.107889 0.001720 0.378105 0.117113 0.086552
teach,9.823446,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026329 1.497681 0.151109 0.074039 0.176971 -0.483300 -0.480436 -0.188080 0.107247 0.307527 0.261052 -0.263401 0.122569 1.005328 1.335411 -1.372924 -1.683851 -0.790025 -1.311871 0.051139 -0.988751 -1.107899 0.001723 0.378110 0.117110 0.086549,0.034395 0.089079 -0.026341 1.497681 0.151097 0.074039 0.176971 -0.481898 -0.480436 -0.188080 0.107247 0.307575 0.261052 -0.263293 0.122569 1.005328 1.335411 -1.372924 -1.683851 -0.790025 -1.311871 0.051139 -0.988751 -1.107899 0.001723 0.378110 0.117110 0.086549
teach,9.844934,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.089079 -0.026341 1.497681 0.151097 0.074039 0.176971 -0.481898 -0.480436 -0.188080 0.107247 0.307575 0.261052 -0.263293 0.122569 1.005328 1.335411 -1.372924 -1.683851 -0.790025 -1.311871 0.051139 -0.987996 -1.107899 0.001723 0.378112 0.117107 0.086545,0.034383 0.089079 -0.026341 1.497681 0.151109 0.074039 0.176995 -0.479225 -0.480424 -0.188080 0.107223 0.307635 0.261052 -0.263245 0.122569 1.005328 1.335411 -1.372924 -1.683851 -0.790025 -1.311871 0.051139 -0.987996 -1.107899 0.001723 0.378112 0.117107 0.086545
teach,9.846107,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.089079 -0.026341 1.497681 0.151109 0.074039 0.176995 -0.479225 -0.480424 -0.188080 0.107223 0.307635 0.261052 -0.263245 0.122569 1.005328 1.335411 -1.372924 -1.683851 -0.790025 -1.311871 0.051139 -0.987996 -1.107899 0.001723 0.378112 0.117107 0.086545,0.034383 0.089079 -0.026341 1.497681 0.151109 0.074039 0.176995 -0.479225 -0.480424 -0.188080 0.107223 0.307635 0.261052 -0.263245 0.122569 1.005328 1.335411 -1.372924 -1.683851 -0.790025 -1.311871 0.051139 -0.987996 -1.107899 0.001723 0.378112 0.117107 0.086545
